,Feature,Non_Zero_Coefficient
1071,00843104031587,-0.0
1040,00823900050201,-0.0
1041,00824000053065,0.0
1042,00830104000082,-0.0
1043,00830504005810,-0.0
1044,00830804038746,-0.0
1045,00831004011538,-0.0
1046,00831104010106,-0.0
1047,00831504017266,-0.0
1080,00851600018701,-0.0
1081,00851700020133,-0.0
1082,00851800040181,0.0
1083,00852100021565,-0.0
1084,00852200051637,-0.0
1085,00852700043045,-0.0
1086,00852900028725,-0.0
1087,00853000030157,-0.0
1056,00833904050202,-0.0
1057,00834004053066,-0.0
1058,00840404004379,-0.0
1059,00840504005811,-0.0
1060,00840604007243,-0.0
1061,00840904008675,0.0
1062,00841004011539,-0.0
1063,00841304014403,0.0
1096,00860705054502,0.0
1097,00861005011542,-0.0
1098,00861105010110,0.0
1099,00861405015838,-0.0
25,00033000030074,0.0
1101,00861605018702,-0.0
1102,00861805040182,0.0
1103,00861905045910,0.0
1072,00843404034451,-0.0
1073,00843704035883,-0.0
1074,00843904050203,-0.0
1075,00844004053067,0.0
1076,00850600007245,-0.0
1077,00850700054501,-0.0
1078,00851100010109,-0.0
1079,00851500017269,0.0
1112,00863905050206,-0.0
1113,00864005053070,0.0
1114,00870303002951,-0.0
1115,00870803038751,0.0
1116,00871203012975,0.0
1117,00871403015839,-0.0
1118,00871703020135,0.0
1119,00872603027295,-0.0
1088,00853100031589,-0.0
1089,00853400034453,-0.0
1090,00853700035885,-0.0
1091,00853900050205,-0.0
1092,00854000053069,-0.0
1093,00860405004382,0.0
1094,00860505005814,-0.0
1095,00860605007246,-0.0
1128,00881403015840,-0.0
1129,00881503017272,0.0
1130,00882603027296,0.0
1131,00882903028728,0.0
1132,00883003030160,0.0
1133,00883603048776,0.0
1134,00883903050208,-0.0
1135,01010700054517,-0.0
1104,00862105021566,0.0
1105,00862205051638,0.0
1106,00862605027294,-0.0
1107,00862805044478,0.0
1108,00863105031590,0.0
1109,00863305033022,-0.0
1110,00863405034454,-0.0
1111,00863805037318,-0.0
1144,01080300002972,-0.0
1145,01081000011564,-0.0
1146,01081300014428,-0.0
1147,01081400015860,-0.0
1148,01081500017292,-0.0
1149,01081900045932,-0.0
1150,01082600027316,-0.0
1151,01083100031612,-0.0
1120,00873303033023,0.0
1121,00873403034455,-0.0
1122,00873803037319,-0.0
1123,00880303002952,0.0
1124,00880403004384,0.0
1125,00880503005816,0.0
1126,00880803038752,-0.0
1127,00881003011544,0.0
1160,01091500017293,-0.0
1161,01091600018725,-0.0
1162,01091800040205,-0.0
1163,01092600027317,-0.0
1164,01092900028749,-0.0
1165,01093400034477,-0.0
1166,01093600048797,-0.0
1167,01100400004406,-0.0
1136,01010900008693,0.0
1137,01011800040197,0.0
1138,01011900045925,-0.0
1139,01012300023013,0.0
1140,01012800044493,0.0
1141,01012900028741,-0.0
1142,01013600048789,0.0
1143,01031503017287,-0.0
1176,01120901008704,-0.0
1177,01121001011568,-0.0
1178,01121501017296,-0.0
1179,01121901045936,-0.0
1180,01122201051664,-0.0
1181,01122301023024,-0.0
1182,01122401024456,-0.0
1183,01122501025888,-0.0
1152,01083400034476,-0.0
1153,01083600048796,-0.0
1154,01083700035908,-0.0
1155,01090300002973,-0.0
1156,01090400004405,-0.0
1157,01090500005837,-0.0
1158,01091200012997,-0.0
1159,01091300014429,-0.0
1191,01123601048800,-0.0
1192,01123701035912,-0.0
1193,01123901050232,-0.0
1194,01124001053096,-0.0
1195,01130200001545,-0.0
1196,01131800040209,-0.0
1197,01132700043073,0.0
1198,01133100031617,-0.0
1199,01133800037345,-0.0
1168,01101300014430,-0.0
1169,01101500017294,-0.0
1170,01102600027318,-0.0
1171,01103100031614,-0.0
1172,01103400034478,-0.0
1174,01120401004408,-0.0
1175,01120701054528,-0.0
1207,01150300002979,-0.0
1208,01150500005843,-0.0
1209,01150800038779,0.0
1210,01151000011571,-0.0
1211,01151400015867,-0.0
1212,01151700020163,-0.0
1213,01151800040211,0.0
1214,01152000041643,0.0
1215,01152600027323,-0.0
1184,01122601027320,-0.0
1185,01122701043072,-0.0
1186,01123001030184,-0.0
1187,01123201055960,-0.0
1188,01123301033048,-0.0
1189,01123401034480,-0.0
1190,01123501047368,-0.0
1223,01160500005844,-0.0
1224,01160800038780,-0.0
1225,01161000011572,-0.0
1226,01161400015868,-0.0
1227,01161500017300,-0.0
1228,01161700020164,-0.0
1229,01161800040212,0.0
24,00032800044394,0.0
1231,01162000041644,0.0
1200,01140400004410,-0.0
1201,01141700020162,0.0
1202,01141900045938,0.0
1203,01142100021594,0.0
1204,01142300023026,0.0
1205,01144000053098,0.0
1206,01150200001547,-0.0
1239,01170200001549,-0.0
1240,01170600007277,0.0
1241,01170800038781,0.0
1242,01171200013005,-0.0
23,00032500025778,0.0
1244,01171600018733,-0.0
1245,01171700020165,-0.0
1246,01171900045941,-0.0
1247,01172000041645,0.0
1216,01152700043075,0.0
1217,01153100031619,0.0
1218,01153300033051,-0.0
1219,01153400034483,0.0
1220,01153700035915,-0.0
1221,01153800037347,0.0
1222,01160300002980,-0.0
1255,01173700035917,-0.0
1256,01173800037349,0.0
1257,01190200001551,0.0
1258,01190400004415,0.0
1259,01190700054535,0.0
1260,01190800038783,0.0
1261,01191000011575,0.0
1262,01191800040215,0.0
1263,01191900045943,0.0
1232,01162100021596,0.0
1233,01162700043076,0.0
1234,01163000030188,-0.0
1235,01163100031620,0.0
1236,01163300033052,-0.0
1237,01163700035916,-0.0
1238,01163800037348,0.0
1271,01193300033055,0.0
1272,01193500047375,0.0
1273,01193600048807,0.0
1274,01193800037351,0.0
1275,01194000053103,-0.0
1276,01200205001552,0.0
1277,01200405004416,0.0
1278,01200705054536,0.0
1279,01200805038784,0.0
1248,01172100021597,-0.0
1249,01172600027325,-0.0
1250,01172700043077,-0.0
1251,01173000030189,0.0
1252,01173100031621,0.0
1253,01173300033053,-0.0
1254,01173600048805,-0.0
1287,01202805044512,0.0
1288,01202905028760,0.0
1289,01203105031624,0.0
1290,01203505047376,0.0
1291,01203605048808,0.0
1292,01203705035920,0.0
1293,01204005053104,0.0
1294,01210200001553,-0.0
1295,01211900045945,-0.0
1264,01192000041647,0.0
1265,01192200051671,0.0
1266,01192300023031,0.0
1267,01192400024463,0.0
1268,01192700043079,0.0
22,00032400024346,0.0
1270,01193000030191,-0.0
1303,01213300033057,-0.0
1304,01213500047377,0.0
1305,01213600048809,-0.0
1306,01213700035921,-0.0
1307,01213800037353,0.0
1308,01214000053105,0.0
1309,01220405004418,0.0
1310,01221905045946,0.0
1311,01222005041650,0.0
1280,01201005011576,0.0
1281,01201905045944,0.0
1282,01202005041648,0.0
1283,01202205051672,0.0
1284,01202305023032,0.0
1285,01202505025896,0.0
1286,01202705043080,0.0
1318,01223805037354,0.0
1319,01224005053106,0.0
1320,01240400004553,0.0
1321,01240700054673,0.0
1322,01241100010281,0.0
1323,01241900046081,0.0
1324,01242200051809,0.0
1325,01242500026033,0.0
1326,01243600048945,-0.0
1327,01244000053241,0.0
1296,01212000041649,-0.0
1298,01212200051673,0.0
1299,01212700043081,-0.0
1300,01212800044513,-0.0
1301,01212900028761,-0.0
1302,01213000030193,-0.0
1334,01252500026034,0.0
1335,01253500047514,-0.0
1336,01253600048946,-0.0
1337,01254000053242,0.0
1338,01260700054675,0.0
1339,01261100010283,-0.0
1340,01261900046083,-0.0
1341,01262100021739,0.0
1342,01262200051811,-0.0
1343,01262300023171,-0.0
1312,01222105021602,-0.0
1313,01222305023034,-0.0
1314,01222505025898,0.0
1315,01222705043082,0.0
1316,01223105031626,0.0
1317,01223705035922,0.0
1350,01271100010284,-0.0
1351,01271900046084,-0.0
1352,01272200051812,-0.0
1353,01272300023172,-0.0
1354,01272800044652,-0.0
1355,01273000030332,-0.0
1356,01273500047516,-0.0
1357,01273600048948,-0.0
1358,01280400004557,-0.0
1359,01280700054677,0.0
1328,01250400004554,-0.0
1329,01250700054674,-0.0
1330,01250900008850,0.0
1331,01251100010282,-0.0
1332,01251900046082,0.0
1333,01252200051810,-0.0
1365,01283500047517,-0.0
1366,01283600048949,0.0
1367,01290400004558,-0.0
1368,01290700054678,0.0
1369,01291100010286,-0.0
1370,01292200051814,0.0
1371,01292300023174,-0.0
1372,01292500026038,-0.0
1373,01293600048950,-0.0
1374,01300700054679,-0.0
1375,01300900008855,0.0
1344,01262500026035,0.0
1346,01263600048947,-0.0
1347,01263900050379,-0.0
1348,01270700054676,0.0
1349,01270900008852,0.0
1379,01302800044655,-0.0
1381,01303500047519,-0.0
1382,01303900050383,-0.0
1383,01310400004560,-0.0
1384,01310700054680,0.0
1385,01310900008856,-0.0
1386,01311100010288,-0.0
1387,01312200051816,-0.0
1388,01312300023176,-0.0
1389,01312500026040,-0.0
1390,01312800044656,-0.0
1360,01280900008853,0.0
1361,01282100021741,-0.0
1362,01282200051813,-0.0
1363,01282300023173,0.0
1364,01282500026037,-0.0
21,00032300022914,-0.0
1396,01321900046089,0.0
1397,01323500047521,-0.0
1398,01323600048953,-0.0
1399,01330700054682,0.0
1400,01331100010290,-0.0
1401,01331900046090,0.0
1402,01332200051818,-0.0
1403,01332300023178,-0.0
1404,01332500026042,-0.0
1405,01333000030338,0.0
1406,01333500047522,-0.0
1407,01333600048954,-0.0
1376,01301900046087,-0.0
1377,01302200051815,0.0
1378,01302500026039,0.0
1411,01341100010291,-0.0
1412,01341900046091,0.0
1413,01342200051819,0.0
1414,01342500026043,0.0
1415,01342800044659,0.0
20,00032200051554,0.0
1417,01343500047523,-0.0
1418,01343900050387,-0.0
1419,01350700054684,0.0
1420,01350900008860,0.0
1421,01351100010292,0.0
1422,01352200051820,-0.0
1423,01352300023180,0.0
1392,01313500047520,-0.0
1393,01313600048952,-0.0
1394,01313900050384,-0.0
1427,01354000053252,0.0
1428,01362200051821,-0.0
1429,01362300023181,-0.0
1430,01362500026045,0.0
1431,01363900050389,-0.0
1432,01364000053253,0.0
1433,01370400004566,-0.0
1434,01371100010294,-0.0
1435,01372100021750,-0.0
1436,01372500026046,-0.0
1437,01372800044662,-0.0
1438,01373000030342,0.0
1439,01374000053254,0.0
1408,01333900050386,-0.0
1409,01340400004563,-0.0
1410,01340700054683,0.0
1442,01381900046095,-0.0
1443,01382200051823,-0.0
1444,01382300023183,-0.0
1446,01382800044663,-0.0
1447,01383000030343,0.0
1448,01384000053255,0.0
1449,01390400004568,-0.0
1450,01390700054688,-0.0
19,00032100021482,-0.0
1452,01391100010296,0.0
1453,01391900046096,0.0
1454,01392100021752,-0.0
1455,01392200051824,-0.0
1424,01352800044660,0.0
1425,01353000030340,-0.0
1426,01353500047524,-0.0
1458,01392800044664,-0.0
1459,01393500047528,-0.0
1460,01394000053256,0.0
1461,01400400004569,-0.0
1462,01400900008865,-0.0
1463,01401900046097,0.0
1464,01402300023185,0.0
1465,01402500026049,0.0
1466,01402800044665,0.0
1467,01403000030345,0.0
1468,01403500047529,0.0
1469,01410400004570,-0.0
1470,01410900008866,0.0
1471,01411100010298,0.0
1440,01380700054687,0.0
1441,01380900008863,-0.0
98,00252405024368,0.0
99,00252505025800,0.0
100,00252605027232,0.0
101,00252705042984,0.0
102,00252805044416,0.0
103,00252905028664,0.0
104,00253105031528,0.0
105,00253305032960,0.0
106,00253505047280,0.0
107,00253605048712,0.0
108,00253805037256,0.0
109,00260300002889,-0.0
110,00260800038689,-0.0
111,00261000011481,-0.0
1456,01392300023184,0.0
1457,01392500026048,-0.0
1472,01411900046098,-0.0
1473,01412100021754,-0.0
1474,01412200051826,-0.0
1475,01412300023186,-0.0
1476,01412500026050,0.0
1477,01412800044666,-0.0
1478,01413500047530,-0.0
1479,01413600048962,-0.0
1480,01413900050394,-0.0
1482,01420900008867,0.0
1484,01422500026051,0.0
1485,01423500047531,-0.0
1486,01430400004572,-0.0
1487,01430900008868,0.0
96,00252205051576,0.0
97,00252305022936,0.0
1488,01431100010300,0.0
1489,01431900046100,0.0
1490,01432100021756,-0.0
1491,01432300023188,-0.0
1492,01432500026052,0.0
1493,01433000030348,0.0
1494,01433500047532,-0.0
1495,01433600048964,-0.0
1496,01433900050396,-0.0
1497,01440204001556,-0.0
1498,01440404004420,0.0
1499,01440504005852,-0.0
1500,01440704054540,0.0
1501,01441104010148,0.0
1502,01441204013012,-0.0
1503,01441304014444,-0.0
1504,01441404015876,-0.0
1505,01441504017308,0.0
1506,01441604018740,-0.0
1507,01441804040220,-0.0
1508,01442004041652,-0.0
1509,01442204051676,0.0
1510,01442604027332,-0.0
1511,01442704043084,-0.0
1512,01442804044516,0.0
1513,01443004030196,-0.0
1514,01443204055972,0.0
1515,01443304033060,-0.0
1516,01443704035924,-0.0
1517,01443804037356,-0.0
1518,01443904050244,0.0
1519,01444004053108,0.0
1520,01450100000125,0.0
1521,01450200001557,0.0
1522,01450400004421,0.0
1523,01450500005853,-0.0
1524,01450600007285,0.0
1525,01450700054541,0.0
1526,01451200013013,-0.0
1527,01451300014445,-0.0
1528,01451700020173,-0.0
1529,01451900045949,0.0
1530,01452000041653,0.0
1531,01452300023037,0.0
1532,01452600027333,-0.0
1533,01452700043085,0.0
1534,01452800044517,0.0
1535,01453000030197,0.0
1536,01453300033061,-0.0
1537,01453500047381,0.0
1538,01453600048813,0.0
1539,01453700035925,-0.0
1540,01453800037357,-0.0
1541,01454000053109,-0.0
1542,01460104000126,0.0
1543,01460204001558,0.0
1544,01460404004422,0.0
1545,01460504005854,-0.0
1546,01461004011582,-0.0
1547,01461204013014,-0.0
1548,01461504017310,0.0
1549,01461704020174,-0.0
1550,01461804040222,-0.0
1551,01462004041654,0.0
1552,01462104021606,0.0
1553,01462204051678,0.0
1554,01462304023038,0.0
1555,01462404024470,0.0
1556,01462504025902,0.0
1557,01462604027334,-0.0
1558,01462704043086,0.0
1559,01462804044518,0.0
1560,01462904028766,0.0
1561,01463304033062,-0.0
1562,01463604048814,0.0
1563,01463704035926,-0.0
1564,01463804037358,-0.0
1565,01464004053110,-0.0
1566,01470204001559,-0.0
1567,01470404004423,0.0
1568,01470604007287,-0.0
1569,01470704054543,0.0
1570,01470904008719,-0.0
1571,01471004011583,-0.0
1572,01471104010151,0.0
1573,01471204013015,-0.0
1574,01471404015879,-0.0
1575,01471504017311,0.0
1576,01471704020175,-0.0
1577,01471804040223,-0.0
1578,01471904045951,0.0
1579,01472004041655,0.0
1580,01472204051679,0.0
1581,01472304023039,0.0
1582,01472404024471,0.0
1583,01472504025903,0.0
1584,01472604027335,-0.0
1585,01472704043087,-0.0
1586,01472804044519,-0.0
1587,01472904028767,-0.0
1588,01473304033063,-0.0
1589,01473604048815,0.0
1590,01474004053111,-0.0
1591,01480304002992,0.0
1592,01480404004424,0.0
1593,01480504005856,0.0
1594,01480804038792,-0.0
1595,01481104010152,0.0
1596,01481204013016,0.0
1597,01481704020176,-0.0
1598,01481804040224,-0.0
1599,01481904045952,0.0
1600,01482004041656,0.0
1601,01482404024472,0.0
1602,01482504025904,0.0
1603,01482604027336,0.0
1604,01482704043088,0.0
1605,01482804044520,0.0
1606,01482904028768,0.0
1607,01484004053112,-0.0
1608,01490104000129,0.0
1609,01490304002993,-0.0
1610,01490404004425,0.0
1611,01490904008721,-0.0
1612,01491104010153,0.0
1613,01491204013017,-0.0
1614,01491304014449,-0.0
1615,01491404015881,-0.0
1616,01491504017313,0.0
1617,01491604018745,-0.0
1618,01491804040225,-0.0
1619,01492004041657,-0.0
1620,01492104021609,0.0
1621,01492304023041,0.0
1622,01492404024473,0.0
1623,01492504025905,0.0
1624,01492804044521,0.0
1625,01492904028769,-0.0
1626,01493104031633,-0.0
1627,01493504047385,0.0
1628,01493604048817,0.0
1629,01493704035929,-0.0
1630,01493904050249,-0.0
1631,01494004053113,-0.0
1632,01500204001562,0.0
1633,01500304002994,-0.0
1634,01500404004426,0.0
1635,01500604007290,0.0
1636,01500704054546,0.0
1637,01500904008722,-0.0
1638,01501204013018,0.0
1639,01501604018746,0.0
1640,01501804040226,-0.0
1641,01502004041658,0.0
1642,01502204051682,0.0
1643,01502304023042,0.0
1644,01502604027338,-0.0
1645,01502704043090,-0.0
1646,01502804044522,-0.0
1647,01502904028770,-0.0
1648,01503804037362,0.0
1649,01510104000131,0.0
1650,01510204001563,-0.0
1651,01510304002995,0.0
1652,01510604007291,-0.0
1653,01510704054547,0.0
1654,01510804038795,0.0
1655,01511104010155,0.0
1656,01511204013019,-0.0
1657,01511404015883,-0.0
1658,01511504017315,0.0
1659,01511604018747,-0.0
1660,01511704020179,-0.0
1661,01511804040227,-0.0
1662,01512004041659,-0.0
1663,01512104021611,0.0
1664,01512404024475,0.0
1665,01512504025907,0.0
1666,01512904028771,0.0
1667,01513104031635,0.0
1668,01513504047387,0.0
1669,01513604048819,0.0
1670,01513904050251,0.0
1671,01520204001564,0.0
1672,01520304002996,0.0
1673,01520404004428,0.0
1674,01520604007292,0.0
1675,01520704054548,0.0
1676,01520804038796,0.0
1677,01521204013020,0.0
1678,01521304014452,-0.0
1679,01521404015884,-0.0
1680,01521504017316,0.0
1681,01521604018748,-0.0
1682,01521704020180,-0.0
1683,01521804040228,-0.0
1684,01521904045956,0.0
1685,01522004041660,0.0
1686,01522104021612,0.0
1687,01522304023044,0.0
1688,01522404024476,0.0
1689,01522604027340,-0.0
1690,01522804044524,0.0
1691,01522904028772,0.0
1692,01523004030204,0.0
1693,01523104031636,0.0
1694,01523304033068,0.0
1695,01523504047388,0.0
1696,01523604048820,0.0
1697,01523804037364,0.0
1698,01523904050252,0.0
1699,01524004053116,-0.0
1700,01530104000133,0.0
1701,01530204001565,0.0
1702,01530304002997,-0.0
1703,01530404004429,0.0
1704,01530504005861,-0.0
1705,01530804038797,0.0
1706,01530904008725,-0.0
1707,01531204013021,-0.0
1708,01531304014453,-0.0
1709,01531404015885,-0.0
1710,01531504017317,0.0
1711,01531604018749,-0.0
1712,01531704020181,-0.0
1713,01531804040229,0.0
1714,01532004041661,0.0
1715,01532104021613,0.0
1716,01532504025909,-0.0
1717,01532804044525,0.0
1718,01532904028773,0.0
1719,01533104031637,0.0
1720,01533504047389,0.0
1721,01533604048821,0.0
1722,01533804037365,-0.0
1723,01540304002998,0.0
1724,01540504005862,-0.0
1725,01540604007294,0.0
1726,01540804038798,0.0
1727,01540904008726,0.0
1728,01541204013022,-0.0
1729,01541304014454,0.0
1730,01541404015886,-0.0
1731,01541504017318,0.0
1732,01541604018750,0.0
1733,01541804040230,-0.0
1734,01542204051686,0.0
1735,01542304023046,0.0
1736,01542904028774,0.0
1737,01543004030206,0.0
1738,01543104031638,0.0
1739,01543304033070,-0.0
1740,01543504047390,0.0
1741,01543604048822,0.0
1742,01543804037366,0.0
1743,01543904050254,-0.0
1744,01550304002999,-0.0
1745,01550604007295,-0.0
1746,01550804038799,0.0
1747,01551104010159,0.0
1748,01551304014455,0.0
1749,01551404015887,-0.0
1750,01551604018751,-0.0
1751,01551704020183,-0.0
1752,01551904045959,0.0
1753,01552004041663,0.0
1754,01552404024479,0.0
1755,01552704043095,-0.0
1756,01552904028775,0.0
1757,01553404034503,-0.0
1758,01560200001568,-0.0
1759,01561200013024,-0.0
1760,01561700020184,0.0
1761,01561800040232,0.0
1762,01562300023048,-0.0
1763,01562400024480,0.0
1764,01562600027344,0.0
1765,01563200055984,-0.0
1766,01563300033072,0.0
1767,01563400034504,0.0
1768,01563500047392,0.0
1769,01563800037368,0.0
1770,01570200001569,-0.0
1771,01570300003001,0.0
1772,01570900008729,-0.0
1773,01571300014457,0.0
1774,01571400015889,-0.0
1775,01571500017321,-0.0
1776,01571600018753,-0.0
1777,01571700020185,-0.0
1778,01571900045961,-0.0
1779,01572500025913,-0.0
18,00031900045826,0.0
1781,01572900028777,0.0
1782,01573400034505,-0.0
1783,01580200001570,-0.0
1784,01581000011594,-0.0
1785,01581200013026,-0.0
1786,01581400015890,-0.0
1787,01581600018754,0.0
1788,01581700020186,-0.0
1789,01582700043098,0.0
1790,01583400034506,-0.0
1791,01590200001571,-0.0
1792,01590800038803,-0.0
