,Feature,Non_Zero_Coefficient
7423,06284000053612,-0.0
7392,06270200002059,-0.0
7393,06270500006355,-0.0
7394,06270600007787,-0.0
7395,06271000012083,-0.0
7396,06271400016379,-0.0
7397,06271800040723,-0.0
7398,06272600027835,0.0
7399,06272700043587,0.0
7400,06273400034995,-0.0
7401,06273700036427,-0.0
7402,06280500006356,0.0
7403,06280600007788,0.0
7404,06280700055044,-0.0
7405,06280800039292,-0.0
7438,06292400024973,-0.0
7439,06292600027837,0.0
7408,06281100010652,-0.0
7409,06281300014948,0.0
7410,06281500017812,-0.0
7411,06281600019244,-0.0
7412,06281800040724,0.0
7413,06281900046452,-0.0
7414,06282000042156,0.0
7415,06282200052180,-0.0
7416,06282700043588,0.0
7417,06282800045020,-0.0
7418,06283000030700,-0.0
7419,06283100032132,-0.0
7420,06283300033564,0.0
7421,06283400034996,-0.0
7454,06302000042158,0.0
7455,06302600027838,0.0
7424,06290400004925,0.0
7425,06290600007789,0.0
7426,06290700055045,-0.0
7427,06290800039293,-0.0
7428,06291000012085,-0.0
7429,06291100010653,-0.0
7430,06291200013517,-0.0
7431,06291300014949,0.0
7432,06291600019245,0.0
7433,06291800040725,-0.0
7434,06291900046453,-0.0
7435,06292000042157,0.0
7436,06292100022109,-0.0
7437,06292200052181,-0.0
7470,06312500026407,-0.0
7471,06312600027839,0.0
7440,06292700043589,0.0
7441,06292800045021,-0.0
7442,06292900029269,0.0
7443,06293000030701,0.0
7444,06293100032133,0.0
7445,06293400034997,0.0
7446,06293600049317,0.0
7447,06293800037861,-0.0
7448,06293900050749,-0.0
7449,06300300003494,0.0
7450,06300500006358,0.0
7451,06300600007790,0.0
7452,06301200013518,-0.0
7453,06301700020678,0.0
16782,14152500027191,0.0
7487,06332600027841,0.0
7456,06302900029270,-0.0
7457,06303100032134,0.0
7458,06303800037862,-0.0
7459,06310400004927,0.0
7460,06310500006359,0.0
7461,06310600007791,0.0
7462,06310800039295,-0.0
7463,06310900009223,-0.0
7464,06311000012087,0.0
7465,06311100010655,-0.0
7466,06311200013519,0.0
7467,06311500017815,-0.0
7468,06312200052183,-0.0
7469,06312400024975,-0.0
7502,06350600007795,-0.0
7503,06351600019251,-0.0
7472,06313400034999,0.0
7473,06313600049319,0.0
7474,06320300003496,0.0
7475,06320500006360,-0.0
7476,06321200013520,-0.0
7477,06321300014952,-0.0
7478,06321700020680,-0.0
7479,06323400035000,-0.0
7480,06323700036432,-0.0
7481,06323800037864,-0.0
7482,06330300003497,0.0
7483,06330500006361,-0.0
7484,06330600007793,-0.0
7485,06331400016385,-0.0
7517,06370300003501,0.0
7518,06370500006365,-0.0
7519,06370600007797,-0.0
7488,06332900029273,-0.0
7489,06333700036433,-0.0
7490,06340300003498,0.0
7491,06340500006362,-0.0
7492,06340600007794,-0.0
7493,06341300014954,-0.0
7494,06341400016386,-0.0
7495,06341700020682,-0.0
7496,06342000042162,0.0
7497,06342900029274,-0.0
7498,06343300033570,-0.0
7499,06343700036434,-0.0
7500,06343800037866,-0.0
7533,06383700036438,-0.0
7534,06383800037870,-0.0
7535,06390300003503,-0.0
7504,06352600027843,0.0
7505,06353300033571,-0.0
7506,06360300003500,-0.0
7507,06360600007796,-0.0
7508,06361000012092,-0.0
7509,06361400016388,0.0
7510,06361600019252,-0.0
7511,06361700020684,-0.0
7512,06362600027844,0.0
7513,06363300033572,-0.0
7514,06363400035004,0.0
7515,06363800037868,0.0
7516,06370200002069,-0.0
7549,06401200013528,-0.0
7550,06401300014960,-0.0
7551,06401400016392,-0.0
7520,06371000012093,0.0
7521,06371400016389,-0.0
7522,06371600019253,-0.0
7523,06373300033573,-0.0
7524,06373400035005,-0.0
7525,06373700036437,-0.0
7526,06373800037869,0.0
7527,06380200002070,-0.0
7528,06380300003502,-0.0
7529,06380500006366,-0.0
7530,06380600007798,-0.0
7531,06381000012094,-0.0
7532,06383400035006,-0.0
7565,06411300014961,0.0
7566,06411400016393,0.0
7567,06411500017825,0.0
7536,06390500006367,-0.0
7537,06390600007799,-0.0
7538,06391200013527,-0.0
7539,06391300014959,-0.0
7540,06391400016391,0.0
7541,06391700020687,-0.0
7542,06392900029279,-0.0
7543,06393400035007,0.0
7544,06393700036439,-0.0
7545,06400300003504,-0.0
7546,06400500006368,-0.0
7547,06400600007800,-0.0
7548,06401000012096,-0.0
7580,06420204002074,0.0
7581,06420304003506,0.0
7582,06420504006370,0.0
7583,06420704055058,0.0
7552,06401600019256,-0.0
7553,06401700020688,-0.0
7555,06402600027848,-0.0
7556,06403300033576,-0.0
7557,06403400035008,-0.0
7558,06410100000641,-0.0
7559,06410300003505,0.0
7560,06410400004937,0.0
7561,06410700055057,-0.0
7562,06410800039305,-0.0
7563,06411000012097,0.0
7564,06411100010665,-0.0
7596,06422604027850,0.0
7597,06422704043602,0.0
7598,06423004030714,0.0
7599,06423104032146,0.0
7568,06411600019257,0.0
7569,06411800040737,0.0
7570,06411900046465,-0.0
7571,06412000042169,0.0
7572,06412400024985,-0.0
7573,06412600027849,0.0
7574,06412700043601,0.0
7575,06412800045033,0.0
7576,06413300033577,-0.0
7577,06413500047897,-0.0
7578,06413600049329,-0.0
7579,06413800037873,0.0
7612,06443304033580,-0.0
7613,06443404035012,-0.0
7614,06443604049332,0.0
7615,06460204002078,0.0
7584,06420804039306,0.0
7585,06420904009234,0.0
7586,06421004012098,0.0
7587,06421104010666,0.0
7588,06421304014962,0.0
7589,06421604019258,0.0
7590,06421804040738,0.0
7591,06421904046466,0.0
7592,06422004042170,0.0
7593,06422204052194,0.0
7594,06422304023554,0.0
7595,06422504026418,0.0
7628,06463304033582,-0.0
7629,06463404035014,-0.0
7630,06463504047902,0.0
7631,06463804037878,-0.0
7600,06423204056490,0.0
7601,06423604049330,0.0
7602,06423704036442,0.0
7603,06423804037874,0.0
7604,06440204002076,0.0
7605,06440504006372,0.0
7606,06440604007804,-0.0
7607,06440804039308,-0.0
7608,06441804040740,-0.0
16781,14152200052967,0.0
7610,06442504026420,0.0
7611,06442604027852,-0.0
7643,06530104000653,-0.0
7644,06530304003517,-0.0
7645,06530604007813,-0.0
7646,06530804039317,0.0
7647,06531104010677,0.0
7616,06460304003510,-0.0
7617,06460404004942,0.0
7618,06460504006374,0.0
7619,06461204013534,0.0
7620,06461304014966,0.0
7621,06461504017830,-0.0
7622,06461704020694,-0.0
7623,06462504026422,0.0
7624,06462604027854,0.0
7626,06462904029286,-0.0
7627,06463004030718,0.0
7659,06533304033589,-0.0
7660,06533604049341,0.0
7661,06533704036453,-0.0
7662,06533804037885,-0.0
7663,06533904050773,0.0
7632,06464004053630,-0.0
7633,06520200002084,-0.0
7634,06520400004948,-0.0
7635,06520800039316,-0.0
7636,06521500017836,-0.0
7637,06521700020700,-0.0
7638,06521900046476,-0.0
7639,06522000042180,-0.0
7640,06522100022132,0.0
7641,06522300023564,0.0
7642,06523100032156,-0.0
7675,06543301033590,0.0
7676,06543401035022,0.0
7677,06543501047910,0.0
7678,06543601049342,0.0
7679,06543901050774,0.0
7648,06531304014973,-0.0
7649,06531404016405,-0.0
7650,06531504017837,0.0
7651,06532004042181,0.0
7652,06532204052205,0.0
7653,06532304023565,0.0
7654,06532504026429,-0.0
7655,06532704043613,0.0
7656,06532804045045,0.0
7657,06532904029293,0.0
7658,06533104032157,-0.0
7691,06551901046479,0.0
16780,14152100022895,-0.0
7693,06552101022135,0.0
7694,06552301023567,0.0
7695,06552601027863,0.0
7664,06540101000654,0.0
7665,06540301003518,0.0
7666,06541001012110,0.0
7667,06541101010678,0.0
7668,06541901046478,0.0
16779,14151900047239,0.0
7670,06542101022134,0.0
7671,06542201052206,0.0
7672,06542601027862,0.0
7673,06542901029294,0.0
7674,06543201056502,0.0
7707,06560501006384,0.0
7708,06560601007816,0.0
7709,06560801039320,0.0
7710,06560901009248,0.0
7711,06561201013544,0.0
7680,06550101000655,0.0
7681,06550201002087,0.0
7682,06550301003519,0.0
7683,06550401004951,0.0
7684,06550501006383,0.0
7685,06550601007815,0.0
7686,06550801039319,0.0
7687,06550901009247,0.0
7688,06551001012111,0.0
7689,06551501017839,0.0
7690,06551701020703,0.0
7723,06563501047912,0.0
7724,06563601049344,0.0
7725,06563701036456,0.0
7726,06563901050776,0.0
7727,06570100000657,-0.0
7696,06552701043615,0.0
7697,06553101032159,0.0
7698,06553201056503,0.0
7699,06553501047911,0.0
7700,06553601049343,0.0
7701,06553701036455,0.0
7702,06553801037887,0.0
7703,06553901050775,0.0
7704,06560101000656,0.0
7705,06560301003520,0.0
7706,06560401004952,0.0
7739,06572700043617,-0.0
7740,06572900029297,-0.0
7741,06573100032161,-0.0
7742,06573200056505,-0.0
7743,06573300033593,-0.0
7712,06561301014976,0.0
7713,06561601019272,0.0
7714,06561801040752,0.0
7715,06561901046480,0.0
7716,06562501026432,0.0
7717,06562601027864,0.0
7718,06562901029296,0.0
7719,06563001030728,0.0
7720,06563201056504,0.0
7721,06563301033592,0.0
7722,06563401035024,0.0
7755,06581200013546,0.0
7756,06581300014978,0.0
7757,06581500017842,0.0
7758,06581700020706,0.0
7759,06581800040754,0.0
7728,06570200002089,-0.0
7729,06570600007817,0.0
7730,06570700055073,-0.0
7731,06570800039321,-0.0
7732,06570900009249,-0.0
7733,06571000012113,-0.0
7734,06571400016409,-0.0
7735,06571700020705,-0.0
7736,06571800040753,-0.0
7737,06571900046481,-0.0
7738,06572300023569,-0.0
7771,06583900050778,0.0
7772,06584000053642,0.0
7773,06600205002092,0.0
7774,06600305003524,-0.0
7775,06600405004956,0.0
7744,06573400035025,-0.0
7745,06573500047913,-0.0
7746,06573600049345,-0.0
7747,06573700036457,-0.0
7748,06573900050777,-0.0
7749,06580200002090,0.0
7750,06580400004954,0.0
7751,06580500006386,0.0
7752,06580600007818,-0.0
7753,06580700055074,0.0
7754,06580900009250,0.0
7787,06680204002100,0.0
7788,06680404004964,0.0
7789,06680504006396,0.0
7790,06680604007828,0.0
7791,06680704055084,0.0
7760,06581900046482,0.0
7761,06582200052210,0.0
7762,06582300023570,0.0
7763,06582800045050,0.0
7764,06582900029298,0.0
7765,06583000030730,0.0
7766,06583200056506,0.0
7767,06583300033594,0.0
7768,06583400035026,0.0
7769,06583500047914,0.0
7770,06583600049346,0.0
7803,06682904029308,0.0
7804,06683004030740,0.0
7805,06683104032172,-0.0
7806,06683504047924,0.0
7807,06683604049356,0.0
7776,06600805039324,0.0
7777,06601405016412,-0.0
7778,06601505017844,-0.0
7779,06601805040756,0.0
7780,06601905046484,0.0
16778,14151800041511,0.0
7782,06602805045052,0.0
7783,06603105032164,0.0
7784,06603405035028,0.0
7785,06603805037892,-0.0
7786,06680104000668,0.0
7819,06772100022157,-0.0
7820,06772200052229,-0.0
7821,06772600027885,-0.0
7822,06772900029317,-0.0
7823,06773100032181,0.0
7792,06680804039332,0.0
7793,06680904009260,0.0
7794,06681104010692,0.0
7795,06681204013556,0.0
7796,06681304014988,-0.0
7797,06681404016420,0.0
7798,06681704020716,-0.0
7799,06681904046492,0.0
7800,06682104022148,0.0
7801,06682604027876,0.0
7802,06682804045060,0.0
7835,06812502026457,-0.0
7836,06820600007842,-0.0
7837,06822700043642,-0.0
7838,06860200002118,-0.0
7839,06860500006414,-0.0
7808,06683704036468,0.0
7809,06683904050788,0.0
7810,06770300003541,-0.0
7811,06770400004973,-0.0
7812,06770500006405,-0.0
7813,06770600007837,0.0
7814,06771200013565,-0.0
7815,06771300014997,-0.0
7816,06771400016429,-0.0
7817,06771500017861,-0.0
7818,06771600019293,0.0
7851,06862600027894,-0.0
7852,06862800045078,-0.0
7853,06862900029326,-0.0
7854,06863500047942,-0.0
7855,06863600049374,0.0
7824,06773300033613,-0.0
7825,06773500047933,-0.0
7826,06773800037909,0.0
7827,06780300003542,-0.0
7828,06781600019294,0.0
7829,06791600019295,0.0
7830,06791700020727,0.0
7831,06792900029319,0.0
7832,06801700020728,-0.0
7833,06802100022160,0.0
7834,06812202052233,-0.0
7867,06872800045079,-0.0
7868,06873000030759,-0.0
7869,06873400035055,-0.0
7870,06873500047943,0.0
7871,06873600049375,-0.0
7840,06860600007846,-0.0
7841,06860800039350,0.0
7842,06861000012142,0.0
7843,06861200013574,-0.0
7844,06861300015006,-0.0
7845,06861500017870,-0.0
7846,06861700020734,-0.0
7847,06861800040782,-0.0
7848,06861900046510,0.0
7849,06862100022166,-0.0
7850,06862300023598,-0.0
7883,06883100032192,-0.0
7884,06883300033624,-0.0
7885,06883700036488,-0.0
7886,06884000053672,-0.0
7887,06890100000689,-0.0
7856,06863700036486,-0.0
7857,06870200002119,-0.0
7858,06870300003551,-0.0
7859,06870500006415,-0.0
7860,06870600007847,-0.0
7861,06870800039351,-0.0
7862,06871000012143,-0.0
7863,06871100010711,0.0
7864,06871600019303,0.0
7865,06871900046511,-0.0
7866,06872600027895,-0.0
7899,06892600027897,-0.0
7900,06892800045081,0.0
7901,06893000030761,-0.0
7902,06893100032193,-0.0
7903,06893300033625,-0.0
7872,06873700036487,-0.0
7873,06880300003552,-0.0
7874,06880900009280,0.0
7875,06881000012144,0.0
7876,06881100010712,0.0
7877,06881600019304,0.0
7878,06882000042216,0.0
7879,06882300023600,-0.0
7880,06882600027896,-0.0
7881,06882800045080,-0.0
7882,06883000030760,-0.0
7915,06901805040786,-0.0
7916,06901905046514,0.0
7917,06902005042218,0.0
7918,06902305023602,0.0
7919,06902505026466,0.0
7888,06890200002121,-0.0
7889,06890300003553,0.0
7890,06890400004985,0.0
7891,06890600007849,-0.0
7892,06891100010713,-0.0
7893,06891300015009,0.0
7894,06891400016441,0.0
7895,06891700020737,-0.0
7896,06891800040785,0.0
7897,06892000042217,-0.0
7898,06892300023601,0.0
16777,14151500018599,0.0
7932,06910404004987,0.0
7933,06910504006419,0.0
7934,06910604007851,0.0
7935,06910804039355,0.0
7904,06893700036489,-0.0
7905,06894000053673,-0.0
7906,06900205002122,0.0
7907,06900305003554,0.0
7908,06900505006418,0.0
7909,06900605007850,0.0
7910,06900705055106,0.0
7911,06900805039354,0.0
7912,06901305015010,0.0
7913,06901405016442,0.0
7914,06901505017874,0.0
7947,06913404035059,0.0
7948,06913504047947,0.0
7949,06913604049379,0.0
7950,06913704036491,0.0
7951,06913804037923,0.0
7920,06902805045082,0.0
7921,06902905029330,0.0
7922,06903005030762,0.0
7923,06903105032194,0.0
7924,06903305033626,0.0
7925,06903405035058,0.0
7926,06903505047946,0.0
7927,06903605049378,0.0
7928,06903805037922,0.0
7929,06910104000691,0.0
7930,06910204002123,0.0
7963,06940605007854,0.0
7964,06940805039358,0.0
7965,06941405016446,0.0
16776,14151300015735,0.0
7967,06942705043654,0.0
7936,06911004012147,0.0
7937,06911304015011,0.0
7938,06911604019307,0.0
7939,06911704020739,0.0
7940,06911804040787,0.0
7941,06911904046515,0.0
7942,06912304023603,0.0
7943,06912604027899,0.0
7944,06913004030763,0.0
7945,06913104032195,0.0
7946,06913304033627,0.0
7979,06952000042223,-0.0
7980,06952100022175,-0.0
7981,06952200052247,-0.0
7982,06952500026471,-0.0
7983,06952600027903,-0.0
7952,06914004053675,0.0
7953,06930600007853,0.0
7954,06930800039357,0.0
7955,06931400016445,0.0
7956,06931500017877,0.0
7957,06932700043653,-0.0
7958,06933100032197,0.0
7959,06933400035061,0.0
16775,14150700055831,0.0
7961,06940305003558,0.0
7962,06940405004990,0.0
7995,06971000012153,0.0
7996,06971100010721,0.0
7997,06971300015017,0.0
7998,06971400016449,0.0
7999,06971600019313,0.0
7968,06942805045086,0.0
7969,06943105032198,0.0
7970,06943405035062,0.0
7971,06950200002127,-0.0
7972,06950300003559,-0.0
7973,06950500006423,-0.0
7974,06950600007855,0.0
7975,06950700055111,-0.0
7976,06951000012151,-0.0
7977,06951100010719,-0.0
7978,06951700020743,-0.0
8010,06973500047953,0.0
8011,06973600049385,-0.0
8012,06973800037929,-0.0
8013,06973900050817,-0.0
8014,06974000053681,-0.0
8015,06980100000698,-0.0
7985,06952800045087,-0.0
7986,06953000030767,-0.0
7987,06953400035063,-0.0
7988,06953700036495,-0.0
7989,06953800037927,0.0
7990,06953900050815,-0.0
7991,06954000053679,-0.0
7992,06970300003561,0.0
7993,06970500006425,0.0
7994,06970800039361,0.0
8026,06982500026474,0.0
8027,06982600027906,0.0
8028,06982800045090,0.0
8029,06982900029338,0.0
8030,06983000030770,-0.0
8031,06983100032202,0.0
8000,06971700020745,0.0
8001,06971900046521,0.0
8002,06972000042225,0.0
8003,06972100022177,0.0
8004,06972200052249,0.0
8005,06972300023609,0.0
8006,06972500026473,0.0
8007,06972700043657,-0.0
8008,06972900029337,-0.0
8009,06973100032201,-0.0
8042,06991304015019,0.0
8043,06991404016451,0.0
8044,06991804040795,0.0
8045,06992004042227,0.0
8046,06992204052251,0.0
8047,06992304023611,0.0
8016,06980300003562,0.0
8017,06980600007858,-0.0
8018,06980800039362,0.0
8019,06981400016450,0.0
8020,06981500017882,0.0
8021,06981600019314,0.0
8022,06981700020746,0.0
8023,06981900046522,-0.0
8024,06982100022178,-0.0
8025,06982200052250,-0.0
8058,06993804037931,0.0
8059,06993904050819,-0.0
8060,06994004053683,0.0
16774,14150600008575,0.0
8062,07000304003564,0.0
8063,07000404004996,0.0
8032,06983300033634,-0.0
8033,06983400035066,0.0
8034,06983500047954,-0.0
8035,06983600049386,-0.0
8036,06983900050818,-0.0
8037,06984000053682,0.0
8038,06990204002131,0.0
8039,06990504006427,0.0
8040,06990604007859,0.0
8041,06990804039363,0.0
8074,07002304023612,0.0
8075,07002504026476,0.0
8076,07002604027908,0.0
8077,07002704043660,0.0
8078,07003004030772,0.0
8079,07003104032204,0.0
8048,06992404025043,0.0
8049,06992504026475,0.0
8050,06992604027907,0.0
8051,06992704043659,0.0
8052,06992804045091,0.0
8053,06992904029339,0.0
8054,06993104032203,0.0
8055,06993504047955,0.0
8056,06993604049387,0.0
8057,06993704036499,0.0
8090,07010700055117,0.0
8091,07010800039365,-0.0
8092,07011200013589,-0.0
8093,07011300015021,-0.0
8094,07011400016453,-0.0
8095,07011500017885,-0.0
8064,07000504006428,0.0
8065,07000604007860,0.0
8066,07001004012156,0.0
8067,07001404016452,0.0
8068,07001704020748,0.0
16773,14150500007143,0.0
8070,07001904046524,0.0
16772,14150400005711,0.0
8072,07002104022180,0.0
8073,07002204052252,0.0
8105,07013000030773,-0.0
8106,07013300033637,-0.0
8108,07013500047957,-0.0
8109,07013600049389,0.0
8110,07014000053685,0.0
8111,07020300003566,0.0
8080,07003304033636,0.0
8081,07003404035068,0.0
8082,07003604049388,0.0
8083,07003704036500,0.0
8084,07003804037932,0.0
8085,07003904050820,0.0
8086,07004004053684,0.0
8087,07010400004997,0.0
8088,07010500006429,0.0
8089,07010600007861,-0.0
8120,07021500017886,0.0
8121,07021600019318,-0.0
8122,07021800040798,0.0
8123,07022000042230,0.0
8124,07022100022182,0.0
8125,07022200052254,0.0
8126,07022700043662,0.0
8127,07022800045094,-0.0
8097,07012100022181,-0.0
8098,07012200052253,-0.0
8099,07012300023613,-0.0
8100,07012400025045,-0.0
8101,07012500026477,0.0
8102,07012600027909,-0.0
8103,07012700043661,-0.0
8104,07012800045093,0.0
8136,07023800037934,0.0
8137,07023900050822,0.0
8138,07030200002135,-0.0
8139,07030300003567,-0.0
8140,07030500006431,-0.0
8141,07030600007863,-0.0
8142,07030800039367,-0.0
8143,07031100010727,-0.0
8112,07020400004998,-0.0
8113,07020500006430,0.0
8114,07020700055118,0.0
8115,07020800039366,0.0
8116,07021000012158,0.0
8117,07021200013590,0.0
8118,07021300015022,0.0
8119,07021400016454,0.0
8152,07032200052255,-0.0
8153,07032500026479,-0.0
8154,07032700043663,-0.0
8155,07032800045095,-0.0
8156,07032900029343,-0.0
8157,07033000030775,-0.0
8158,07033100032207,-0.0
8159,07033300033639,-0.0
8128,07022900029342,0.0
8129,07023000030774,-0.0
8130,07023100032206,-0.0
8131,07023300033638,0.0
8132,07023400035070,0.0
8133,07023500047958,0.0
8134,07023600049390,0.0
8135,07023700036502,0.0
8168,07040700055120,0.0
8169,07040800039368,0.0
8170,07041200013592,0.0
8171,07041400016456,0.0
16771,14150300004279,0.0
8173,07041600019320,0.0
8174,07041700020752,0.0
8175,07041800040800,0.0
8144,07031200013591,-0.0
8145,07031300015023,0.0
8146,07031400016455,-0.0
8147,07031500017887,-0.0
8148,07031800040799,-0.0
8149,07031900046527,-0.0
8150,07032000042231,-0.0
8151,07032100022183,-0.0
8184,07042800045096,0.0
8185,07043000030776,0.0
8186,07043100032208,0.0
8187,07043300033640,0.0
8188,07043400035072,0.0
8189,07043500047960,0.0
8190,07043600049392,0.0
8191,07043700036504,0.0
8160,07033400035071,-0.0
8161,07033500047959,-0.0
8162,07033600049391,-0.0
8163,07033700036503,0.0
8164,07033800037935,-0.0
8165,07033900050823,-0.0
8166,07040300003568,0.0
8167,07040400005000,-0.0
8200,07050900009297,-0.0
8201,07051200013593,0.0
8202,07051600019321,0.0
16770,14150100001415,0.0
8204,07051800040801,0.0
16737,14130700055829,-0.0
8206,07052000042233,0.0
8207,07052100022185,0.0
8176,07041900046528,0.0
8177,07042000042232,0.0
8178,07042200052256,0.0
8179,07042300023616,0.0
8180,07042400025048,0.0
8181,07042500026480,0.0
8182,07042600027912,0.0
8183,07042700043664,0.0
8216,07053400035073,0.0
8217,07053500047961,0.0
8218,07053600049393,0.0
8219,07053700036505,0.0
8220,07053800037937,-0.0
8221,07053900050825,0.0
8222,07054000053689,-0.0
8223,07060200002138,-0.0
8192,07043800037936,0.0
8193,07043900050824,-0.0
8194,07044000053688,-0.0
8195,07050400005001,0.0
8196,07050500006433,0.0
8197,07050600007865,0.0
8198,07050700055121,0.0
8199,07050800039369,0.0
8232,07061600019322,0.0
8233,07061700020754,0.0
8234,07061800040802,0.0
8235,07061900046530,0.0
8236,07062000042234,0.0
8237,07062100022186,0.0
8238,07062200052258,0.0
8239,07062300023618,0.0
8208,07052200052257,0.0
8209,07052400025049,0.0
16736,14130500007141,-0.0
8211,07052700043665,-0.0
8212,07052800045097,-0.0
8213,07052900029345,0.0
8214,07053100032209,0.0
8215,07053300033641,0.0
8248,07063800037938,0.0
8249,07063900050826,-0.0
8250,07064000053690,-0.0
8251,07070100000707,0.0
8252,07070200002139,-0.0
8253,07070300003571,-0.0
8254,07070400005003,-0.0
8255,07070500006435,0.0
8224,07060400005002,0.0
8225,07060700055122,-0.0
8226,07060800039370,0.0
8227,07061000012162,0.0
8228,07061100010730,0.0
8229,07061300015026,0.0
8230,07061400016458,0.0
8231,07061500017890,0.0
8264,07072000042235,0.0
8265,07072200052259,0.0
8266,07072400025051,-0.0
8267,07072500026483,-0.0
8268,07072600027915,-0.0
8269,07072900029347,0.0
8270,07073000030779,0.0
8271,07073500047963,-0.0
8240,07062500026482,-0.0
8241,07062600027914,0.0
8242,07062800045098,0.0
8243,07062900029346,0.0
8244,07063000030778,0.0
8245,07063300033642,-0.0
8246,07063500047962,-0.0
8247,07063600049394,0.0
8280,07081200013596,0.0
8281,07081300015028,0.0
8282,07081400016460,0.0
8283,07081500017892,0.0
8284,07081600019324,0.0
8285,07081800040804,0.0
8286,07082000042236,0.0
8287,07082100022188,0.0
8256,07070700055123,-0.0
8257,07070800039371,0.0
8258,07070900009299,-0.0
8259,07071100010731,-0.0
8260,07071200013595,0.0
8261,07071300015027,0.0
8262,07071400016459,-0.0
8263,07071500017891,0.0
8296,07083800037940,0.0
8297,07083900050828,0.0
8298,07084000053692,-0.0
8299,07090300003573,0.0
8300,07090500006437,0.0
8301,07090700055125,-0.0
8302,07090900009301,0.0
8303,07091100010733,0.0
8272,07073600049395,-0.0
8273,07073900050827,0.0
8274,07080200002140,0.0
8275,07080300003572,0.0
8276,07080700055124,0.0
8277,07080900009300,-0.0
8278,07081000012164,0.0
8279,07081100010732,0.0
8312,07092100022189,0.0
8313,07092200052261,0.0
8314,07092300023621,-0.0
8315,07092600027917,0.0
8316,07092700043669,0.0
8317,07092800045101,0.0
8318,07092900029349,-0.0
8319,07093000030781,0.0
8288,07082200052260,0.0
8289,07082400025052,-0.0
8290,07082500026484,0.0
8291,07082600027916,0.0
8292,07082800045100,0.0
8293,07082900029348,0.0
8294,07083500047964,-0.0
8295,07083600049396,-0.0
8328,07100500006438,0.0
8329,07100700055126,0.0
8330,07100900009302,0.0
8331,07101000012166,0.0
8332,07101100010734,0.0
8333,07101200013598,0.0
16767,14143700037214,0.0
8335,07101500017894,0.0
8304,07091200013597,0.0
8305,07091300015029,0.0
8306,07091500017893,0.0
8307,07091600019325,-0.0
8308,07091700020757,0.0
8309,07091800040805,-0.0
8310,07091900046533,0.0
8311,07092000042237,-0.0
8344,07102700043670,0.0
8345,07102800045102,0.0
8346,07102900029350,0.0
8347,07103000030782,0.0
8348,07103100032214,0.0
8349,07103300033646,0.0
8350,07103400035078,0.0
8351,07103500047966,0.0
8320,07093100032213,0.0
8321,07093400035077,-0.0
8322,07093500047965,0.0
8323,07093600049397,0.0
8324,07093700036509,-0.0
8325,07094000053693,0.0
8326,07100100000710,-0.0
8327,07100400005006,-0.0
8360,07112100022191,0.0
8361,07112300023623,-0.0
8362,07112400025055,0.0
8363,07112500026487,0.0
8364,07112800045103,0.0
8365,07113000030783,0.0
8366,07113500047967,0.0
8367,07113600049399,0.0
8336,07101600019326,0.0
8337,07101800040806,0.0
8338,07101900046534,0.0
8339,07102000042238,0.0
8340,07102200052262,0.0
8341,07102300023622,0.0
8342,07102500026486,-0.0
8343,07102600027918,0.0
8376,07121404016464,0.0
8377,07121504017896,0.0
8378,07121804040808,0.0
8379,07121904046536,0.0
8380,07122004042240,0.0
8381,07122104022192,0.0
8382,07122304023624,0.0
8383,07122404025056,0.0
8352,07103600049398,0.0
8353,07103700036510,0.0
8354,07104000053694,-0.0
8355,07110100000711,0.0
8356,07110400005007,0.0
8357,07110800039375,0.0
8358,07111100010735,0.0
8359,07111900046535,0.0
8392,07123404035080,0.0
8393,07123504047968,0.0
8394,07123604049400,0.0
8395,07123704036512,0.0
8396,07123804037944,0.0
8397,07130204002145,0.0
8398,07130804039377,0.0
8399,07130904009305,0.0
8368,07113900050831,0.0
8369,07120104000712,0.0
8370,07120204002144,0.0
8371,07120504006440,0.0
8372,07120804039376,0.0
8373,07120904009304,0.0
8374,07121004012168,0.0
8375,07121304015032,0.0
8408,07132304023625,0.0
8409,07132404025057,0.0
8410,07132504026489,0.0
8411,07132604027921,0.0
8412,07132704043673,0.0
16766,14143500048670,-0.0
8414,07133004030785,0.0
8415,07133104032217,0.0
8384,07122504026488,0.0
8385,07122604027920,0.0
8386,07122704043672,0.0
8387,07122804045104,0.0
8388,07122904029352,0.0
8389,07123004030784,0.0
8390,07123104032216,0.0
8391,07123304033648,0.0
8423,07134004053697,0.0
8424,07140200002146,0.0
8426,07140500006442,-0.0
8427,07140800039378,0.0
8428,07140900009306,0.0
8429,07141100010738,-0.0
8430,07141200013602,-0.0
8431,07141300015034,-0.0
8400,07131104010737,0.0
8401,07131304015033,0.0
8402,07131404016465,0.0
16765,14143400035782,-0.0
8404,07131704020761,0.0
8405,07131804040809,0.0
8406,07131904046537,0.0
16764,14143300034350,-0.0
8439,07142300023626,-0.0
8440,07142400025058,0.0
8441,07142500026490,0.0
8442,07142700043674,-0.0
16763,14143100032918,0.0
8444,07143000030786,-0.0
8445,07143100032218,-0.0
8446,07143300033650,-0.0
8447,07143400035082,-0.0
8416,07133304033649,0.0
8417,07133404035081,0.0
8418,07133504047969,0.0
8419,07133604049401,0.0
8420,07133704036513,0.0
8421,07133804037945,0.0
8422,07133904050833,0.0
8455,07150600007875,0.0
8456,07150800039379,0.0
8457,07151200013603,-0.0
8458,07151300015035,0.0
8459,07151400016467,-0.0
8460,07151600019331,0.0
